pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year
Kepler-55 c,Kepler-55,1,5,Transit,2012
Kepler-55 c,Kepler-55,1,5,Transit,2012
Kepler-55 c,Kepler-55,1,5,Transit,2012
Kepler-55 d,Kepler-55,1,5,Transit,2014
Kepler-55 d,Kepler-55,1,5,Transit,2014
Kepler-55 d,Kepler-55,1,5,Transit,2014
Kepler-55 d,Kepler-55,1,5,Transit,2014
Kepler-55 d,Kepler-55,1,5,Transit,2014
Kepler-55 d,Kepler-55,1,5,Transit,2014
Kepler-55 d,Kepler-55,1,5,Transit,2014
Kepler-55 d,Kepler-55,1,5,Transit,2014
Kepler-55 d,Kepler-55,1,5,Transit,2014
Kepler-55 d,Kepler-55,1,5,Transit,2014
Kepler-55 e,Kepler-55,1,5,Transit,2014
Kepler-55 e,Kepler-55,1,5,Transit,2014
Kepler-55 e,Kepler-55,1,5,Transit,2014
Kepler-55 e,Kepler-55,1,5,Transit,2014
Kepler-55 e,Kepler-55,1,5,Transit,2014
Kepler-55 e,Kepler-55,1,5,Transit,2014
Kepler-55 e,Kepler-55,1,5,Transit,2014
Kepler-55 e,Kepler-55,1,5,Transit,2014
Kepler-55 e,Kepler-55,1,5,Transit,2014
Kepler-55 e,Kepler-55,1,5,Transit,2014
Kepler-55 f,Kepler-55,1,5,Transit,2014
Kepler-55 f,Kepler-55,1,5,Transit,2014
Kepler-55 f,Kepler-55,1,5,Transit,2014
Kepler-55 f,Kepler-55,1,5,Transit,2014
Kepler-55 f,Kepler-55,1,5,Transit,2014
Kepler-55 f,Kepler-55,1,5,Transit,2014
Kepler-55 f,Kepler-55,1,5,Transit,2014
Kepler-55 f,Kepler-55,1,5,Transit,2014
Kepler-55 f,Kepler-55,1,5,Transit,2014
Kepler-55 f,Kepler-55,1,5,Transit,2014
Kepler-550 b,Kepler-550,1,1,Transit,2016
Kepler-550 b,Kepler-550,1,1,Transit,2016
Kepler-550 b,Kepler-550,1,1,Transit,2016
Kepler-550 b,Kepler-550,1,1,Transit,2016
Kepler-550 b,Kepler-550,1,1,Transit,2016
Kepler-550 b,Kepler-550,1,1,Transit,2016
Kepler-550 b,Kepler-550,1,1,Transit,2016
Kepler-550 b,Kepler-550,1,1,Transit,2016
Kepler-550 b,Kepler-550,1,1,Transit,2016
Kepler-550 b,Kepler-550,1,1,Transit,2016
Kepler-551 b,Kepler-551,1,1,Transit,2016
Kepler-551 b,Kepler-551,1,1,Transit,2016
Kepler-551 b,Kepler-551,1,1,Transit,2016
Kepler-551 b,Kepler-551,1,1,Transit,2016
Kepler-551 b,Kepler-551,1,1,Transit,2016
Kepler-551 b,Kepler-551,1,1,Transit,2016
Kepler-551 b,Kepler-551,1,1,Transit,2016
Kepler-551 b,Kepler-551,1,1,Transit,2016
Kepler-551 b,Kepler-551,1,1,Transit,2016
Kepler-551 b,Kepler-551,1,1,Transit,2016
Kepler-552 b,Kepler-552,1,1,Transit,2016
Kepler-552 b,Kepler-552,1,1,Transit,2016
Kepler-552 b,Kepler-552,1,1,Transit,2016
Kepler-552 b,Kepler-552,1,1,Transit,2016
Kepler-552 b,Kepler-552,1,1,Transit,2016
Kepler-552 b,Kepler-552,1,1,Transit,2016
Kepler-552 b,Kepler-552,1,1,Transit,2016
Kepler-552 b,Kepler-552,1,1,Transit,2016
Kepler-552 b,Kepler-552,1,1,Transit,2016
Kepler-552 b,Kepler-552,1,1,Transit,2016
Kepler-553 b,Kepler-553,1,2,Transit,2016
Kepler-553 b,Kepler-553,1,2,Transit,2016
Kepler-553 b,Kepler-553,1,2,Transit,2016
Kepler-553 b,Kepler-553,1,2,Transit,2016
Kepler-553 b,Kepler-553,1,2,Transit,2016
Kepler-553 b,Kepler-553,1,2,Transit,2016
Kepler-553 b,Kepler-553,1,2,Transit,2016
Kepler-553 b,Kepler-553,1,2,Transit,2016
Kepler-553 b,Kepler-553,1,2,Transit,2016
Kepler-553 b,Kepler-553,1,2,Transit,2016
Kepler-553 c,Kepler-553,1,2,Transit,2016
Kepler-553 c,Kepler-553,1,2,Transit,2016
Kepler-553 c,Kepler-553,1,2,Transit,2016
Kepler-553 c,Kepler-553,1,2,Transit,2016
Kepler-553 c,Kepler-553,1,2,Transit,2016
Kepler-553 c,Kepler-553,1,2,Transit,2016
Kepler-553 c,Kepler-553,1,2,Transit,2016
Kepler-553 c,Kepler-553,1,2,Transit,2016
Kepler-553 c,Kepler-553,1,2,Transit,2016
Kepler-554 b,Kepler-554,1,1,Transit,2016
Kepler-554 b,Kepler-554,1,1,Transit,2016
Kepler-554 b,Kepler-554,1,1,Transit,2016
Kepler-554 b,Kepler-554,1,1,Transit,2016
Kepler-554 b,Kepler-554,1,1,Transit,2016
Kepler-554 b,Kepler-554,1,1,Transit,2016
Kepler-554 b,Kepler-554,1,1,Transit,2016
Kepler-554 b,Kepler-554,1,1,Transit,2016
Kepler-554 b,Kepler-554,1,1,Transit,2016
Kepler-554 b,Kepler-554,1,1,Transit,2016
Kepler-555 b,Kepler-555,1,1,Transit,2016
Kepler-555 b,Kepler-555,1,1,Transit,2016
Kepler-555 b,Kepler-555,1,1,Transit,2016
Kepler-555 b,Kepler-555,1,1,Transit,2016
Kepler-555 b,Kepler-555,1,1,Transit,2016
Kepler-555 b,Kepler-555,1,1,Transit,2016
Kepler-555 b,Kepler-555,1,1,Transit,2016
Kepler-555 b,Kepler-555,1,1,Transit,2016
Kepler-555 b,Kepler-555,1,1,Transit,2016
Kepler-555 b,Kepler-555,1,1,Transit,2016
Kepler-556 b,Kepler-556,1,1,Transit,2016
Kepler-556 b,Kepler-556,1,1,Transit,2016
Kepler-556 b,Kepler-556,1,1,Transit,2016
Kepler-556 b,Kepler-556,1,1,Transit,2016
Kepler-556 b,Kepler-556,1,1,Transit,2016
Kepler-556 b,Kepler-556,1,1,Transit,2016
Kepler-556 b,Kepler-556,1,1,Transit,2016
Kepler-556 b,Kepler-556,1,1,Transit,2016
Kepler-556 b,Kepler-556,1,1,Transit,2016
Kepler-556 b,Kepler-556,1,1,Transit,2016
Kepler-557 b,Kepler-557,1,1,Transit,2016
Kepler-557 b,Kepler-557,1,1,Transit,2016
Kepler-557 b,Kepler-557,1,1,Transit,2016
Kepler-557 b,Kepler-557,1,1,Transit,2016
Kepler-557 b,Kepler-557,1,1,Transit,2016
Kepler-557 b,Kepler-557,1,1,Transit,2016
Kepler-557 b,Kepler-557,1,1,Transit,2016
Kepler-557 b,Kepler-557,1,1,Transit,2016
Kepler-557 b,Kepler-557,1,1,Transit,2016
Kepler-557 b,Kepler-557,1,1,Transit,2016
Kepler-558 b,Kepler-558,1,1,Transit,2016
Kepler-558 b,Kepler-558,1,1,Transit,2016
Kepler-558 b,Kepler-558,1,1,Transit,2016
Kepler-558 b,Kepler-558,1,1,Transit,2016
Kepler-558 b,Kepler-558,1,1,Transit,2016
Kepler-558 b,Kepler-558,1,1,Transit,2016
Kepler-558 b,Kepler-558,1,1,Transit,2016
Kepler-558 b,Kepler-558,1,1,Transit,2016
Kepler-558 b,Kepler-558,1,1,Transit,2016
Kepler-558 b,Kepler-558,1,1,Transit,2016
Kepler-559 b,Kepler-559,1,1,Transit,2016
Kepler-559 b,Kepler-559,1,1,Transit,2016
Kepler-559 b,Kepler-559,1,1,Transit,2016
Kepler-559 b,Kepler-559,1,1,Transit,2016
Kepler-559 b,Kepler-559,1,1,Transit,2016
Kepler-559 b,Kepler-559,1,1,Transit,2016
Kepler-559 b,Kepler-559,1,1,Transit,2016
Kepler-559 b,Kepler-559,1,1,Transit,2016
Kepler-559 b,Kepler-559,1,1,Transit,2016
Kepler-559 b,Kepler-559,1,1,Transit,2016
Kepler-56 b,Kepler-56,1,3,Transit,2012
Kepler-56 b,Kepler-56,1,3,Transit,2012
Kepler-56 b,Kepler-56,1,3,Transit,2012
Kepler-56 b,Kepler-56,1,3,Transit,2012
Kepler-56 b,Kepler-56,1,3,Transit,2012
Kepler-56 b,Kepler-56,1,3,Transit,2012
Kepler-56 b,Kepler-56,1,3,Transit,2012
Kepler-56 b,Kepler-56,1,3,Transit,2012
Kepler-56 b,Kepler-56,1,3,Transit,2012
Kepler-56 b,Kepler-56,1,3,Transit,2012
Kepler-56 b,Kepler-56,1,3,Transit,2012
Kepler-56 b,Kepler-56,1,3,Transit,2012
Kepler-56 b,Kepler-56,1,3,Transit,2012
Kepler-56 b,Kepler-56,1,3,Transit,2012
Kepler-56 b,Kepler-56,1,3,Transit,2012
Kepler-56 c,Kepler-56,1,3,Transit,2012
Kepler-56 c,Kepler-56,1,3,Transit,2012
Kepler-56 c,Kepler-56,1,3,Transit,2012
Kepler-56 c,Kepler-56,1,3,Transit,2012
Kepler-56 c,Kepler-56,1,3,Transit,2012
Kepler-56 c,Kepler-56,1,3,Transit,2012
Kepler-56 c,Kepler-56,1,3,Transit,2012
Kepler-56 c,Kepler-56,1,3,Transit,2012
Kepler-56 c,Kepler-56,1,3,Transit,2012
Kepler-56 c,Kepler-56,1,3,Transit,2012
Kepler-56 c,Kepler-56,1,3,Transit,2012
Kepler-56 c,Kepler-56,1,3,Transit,2012
Kepler-56 c,Kepler-56,1,3,Transit,2012
Kepler-56 c,Kepler-56,1,3,Transit,2012
Kepler-56 c,Kepler-56,1,3,Transit,2012
Kepler-56 d,Kepler-56,1,3,Radial Velocity,2016
Kepler-56 d,Kepler-56,1,3,Radial Velocity,2016
Kepler-560 b,Kepler-560,2,1,Transit,2016
Kepler-560 b,Kepler-560,2,1,Transit,2016
Kepler-560 b,Kepler-560,2,1,Transit,2016
Kepler-560 b,Kepler-560,2,1,Transit,2016
Kepler-560 b,Kepler-560,2,1,Transit,2016
Kepler-560 b,Kepler-560,2,1,Transit,2016
Kepler-560 b,Kepler-560,2,1,Transit,2016
Kepler-560 b,Kepler-560,2,1,Transit,2016
Kepler-560 b,Kepler-560,2,1,Transit,2016
Kepler-560 b,Kepler-560,2,1,Transit,2016
Kepler-560 b,Kepler-560,2,1,Transit,2016
Kepler-560 b,Kepler-560,2,1,Transit,2016
Kepler-561 b,Kepler-561,1,2,Transit,2016
Kepler-561 b,Kepler-561,1,2,Transit,2016
Kepler-561 b,Kepler-561,1,2,Transit,2016
Kepler-561 b,Kepler-561,1,2,Transit,2016
Kepler-561 b,Kepler-561,1,2,Transit,2016
Kepler-561 b,Kepler-561,1,2,Transit,2016
Kepler-561 b,Kepler-561,1,2,Transit,2016
Kepler-561 b,Kepler-561,1,2,Transit,2016
Kepler-561 b,Kepler-561,1,2,Transit,2016
Kepler-561 b,Kepler-561,1,2,Transit,2016
Kepler-561 c,Kepler-561,1,2,Transit,2016
Kepler-561 c,Kepler-561,1,2,Transit,2016
Kepler-561 c,Kepler-561,1,2,Transit,2016
Kepler-561 c,Kepler-561,1,2,Transit,2016
Kepler-561 c,Kepler-561,1,2,Transit,2016
Kepler-561 c,Kepler-561,1,2,Transit,2016
Kepler-561 c,Kepler-561,1,2,Transit,2016
Kepler-561 c,Kepler-561,1,2,Transit,2016
Kepler-561 c,Kepler-561,1,2,Transit,2016
Kepler-561 c,Kepler-561,1,2,Transit,2016
Kepler-562 b,Kepler-562,1,1,Transit,2016
Kepler-562 b,Kepler-562,1,1,Transit,2016
Kepler-562 b,Kepler-562,1,1,Transit,2016
Kepler-562 b,Kepler-562,1,1,Transit,2016
Kepler-562 b,Kepler-562,1,1,Transit,2016
Kepler-562 b,Kepler-562,1,1,Transit,2016
Kepler-562 b,Kepler-562,1,1,Transit,2016
Kepler-562 b,Kepler-562,1,1,Transit,2016
Kepler-562 b,Kepler-562,1,1,Transit,2016
Kepler-562 b,Kepler-562,1,1,Transit,2016
Kepler-563 b,Kepler-563,1,1,Transit,2016
Kepler-563 b,Kepler-563,1,1,Transit,2016
Kepler-563 b,Kepler-563,1,1,Transit,2016
Kepler-563 b,Kepler-563,1,1,Transit,2016
Kepler-563 b,Kepler-563,1,1,Transit,2016
Kepler-563 b,Kepler-563,1,1,Transit,2016
Kepler-563 b,Kepler-563,1,1,Transit,2016
Kepler-563 b,Kepler-563,1,1,Transit,2016
Kepler-563 b,Kepler-563,1,1,Transit,2016
Kepler-563 b,Kepler-563,1,1,Transit,2016
Kepler-564 b,Kepler-564,1,1,Transit,2016
Kepler-564 b,Kepler-564,1,1,Transit,2016
Kepler-564 b,Kepler-564,1,1,Transit,2016
Kepler-564 b,Kepler-564,1,1,Transit,2016
Kepler-564 b,Kepler-564,1,1,Transit,2016
Kepler-564 b,Kepler-564,1,1,Transit,2016
Kepler-564 b,Kepler-564,1,1,Transit,2016
Kepler-564 b,Kepler-564,1,1,Transit,2016
Kepler-564 b,Kepler-564,1,1,Transit,2016
Kepler-564 b,Kepler-564,1,1,Transit,2016
Kepler-565 b,Kepler-565,1,1,Transit,2016
Kepler-565 b,Kepler-565,1,1,Transit,2016
Kepler-565 b,Kepler-565,1,1,Transit,2016
Kepler-565 b,Kepler-565,1,1,Transit,2016
Kepler-565 b,Kepler-565,1,1,Transit,2016
Kepler-565 b,Kepler-565,1,1,Transit,2016
Kepler-565 b,Kepler-565,1,1,Transit,2016
Kepler-565 b,Kepler-565,1,1,Transit,2016
Kepler-566 b,Kepler-566,1,1,Transit,2016
Kepler-566 b,Kepler-566,1,1,Transit,2016
Kepler-566 b,Kepler-566,1,1,Transit,2016
Kepler-566 b,Kepler-566,1,1,Transit,2016
Kepler-566 b,Kepler-566,1,1,Transit,2016
Kepler-566 b,Kepler-566,1,1,Transit,2016
Kepler-566 b,Kepler-566,1,1,Transit,2016
Kepler-566 b,Kepler-566,1,1,Transit,2016
Kepler-566 b,Kepler-566,1,1,Transit,2016
Kepler-566 b,Kepler-566,1,1,Transit,2016
Kepler-567 b,Kepler-567,1,1,Transit,2016
Kepler-567 b,Kepler-567,1,1,Transit,2016
Kepler-567 b,Kepler-567,1,1,Transit,2016
Kepler-567 b,Kepler-567,1,1,Transit,2016
Kepler-567 b,Kepler-567,1,1,Transit,2016
Kepler-567 b,Kepler-567,1,1,Transit,2016
Kepler-567 b,Kepler-567,1,1,Transit,2016
Kepler-567 b,Kepler-567,1,1,Transit,2016
Kepler-567 b,Kepler-567,1,1,Transit,2016
Kepler-567 b,Kepler-567,1,1,Transit,2016
Kepler-568 b,Kepler-568,1,1,Transit,2016
Kepler-568 b,Kepler-568,1,1,Transit,2016
Kepler-568 b,Kepler-568,1,1,Transit,2016
Kepler-568 b,Kepler-568,1,1,Transit,2016
Kepler-568 b,Kepler-568,1,1,Transit,2016
Kepler-568 b,Kepler-568,1,1,Transit,2016
Kepler-568 b,Kepler-568,1,1,Transit,2016
Kepler-568 b,Kepler-568,1,1,Transit,2016
Kepler-568 b,Kepler-568,1,1,Transit,2016
Kepler-568 b,Kepler-568,1,1,Transit,2016
Kepler-569 b,Kepler-569,1,1,Transit,2016
Kepler-569 b,Kepler-569,1,1,Transit,2016
Kepler-569 b,Kepler-569,1,1,Transit,2016
Kepler-569 b,Kepler-569,1,1,Transit,2016
Kepler-569 b,Kepler-569,1,1,Transit,2016
Kepler-569 b,Kepler-569,1,1,Transit,2016
Kepler-569 b,Kepler-569,1,1,Transit,2016
Kepler-569 b,Kepler-569,1,1,Transit,2016
Kepler-569 b,Kepler-569,1,1,Transit,2016
Kepler-569 b,Kepler-569,1,1,Transit,2016
Kepler-57 b,Kepler-57,1,2,Transit,2012
Kepler-57 b,Kepler-57,1,2,Transit,2012
Kepler-57 b,Kepler-57,1,2,Transit,2012
Kepler-57 b,Kepler-57,1,2,Transit,2012
Kepler-57 b,Kepler-57,1,2,Transit,2012
Kepler-57 b,Kepler-57,1,2,Transit,2012
Kepler-57 b,Kepler-57,1,2,Transit,2012
Kepler-57 b,Kepler-57,1,2,Transit,2012
Kepler-57 b,Kepler-57,1,2,Transit,2012
Kepler-57 b,Kepler-57,1,2,Transit,2012
Kepler-57 b,Kepler-57,1,2,Transit,2012
Kepler-57 b,Kepler-57,1,2,Transit,2012
Kepler-57 c,Kepler-57,1,2,Transit,2012
Kepler-57 c,Kepler-57,1,2,Transit,2012
Kepler-57 c,Kepler-57,1,2,Transit,2012
Kepler-57 c,Kepler-57,1,2,Transit,2012
Kepler-57 c,Kepler-57,1,2,Transit,2012
Kepler-57 c,Kepler-57,1,2,Transit,2012
Kepler-57 c,Kepler-57,1,2,Transit,2012
Kepler-57 c,Kepler-57,1,2,Transit,2012
Kepler-57 c,Kepler-57,1,2,Transit,2012
Kepler-57 c,Kepler-57,1,2,Transit,2012
Kepler-57 c,Kepler-57,1,2,Transit,2012
Kepler-570 b,Kepler-570,1,1,Transit,2016
Kepler-570 b,Kepler-570,1,1,Transit,2016
Kepler-570 b,Kepler-570,1,1,Transit,2016
Kepler-570 b,Kepler-570,1,1,Transit,2016
Kepler-570 b,Kepler-570,1,1,Transit,2016
Kepler-570 b,Kepler-570,1,1,Transit,2016
Kepler-570 b,Kepler-570,1,1,Transit,2016
Kepler-570 b,Kepler-570,1,1,Transit,2016
Kepler-570 b,Kepler-570,1,1,Transit,2016
Kepler-570 b,Kepler-570,1,1,Transit,2016
Kepler-571 b,Kepler-571,1,1,Transit,2016
Kepler-571 b,Kepler-571,1,1,Transit,2016
Kepler-571 b,Kepler-571,1,1,Transit,2016
Kepler-571 b,Kepler-571,1,1,Transit,2016
Kepler-571 b,Kepler-571,1,1,Transit,2016
Kepler-571 b,Kepler-571,1,1,Transit,2016
Kepler-571 b,Kepler-571,1,1,Transit,2016
Kepler-571 b,Kepler-571,1,1,Transit,2016
Kepler-571 b,Kepler-571,1,1,Transit,2016
Kepler-571 b,Kepler-571,1,1,Transit,2016
Kepler-572 b,Kepler-572,1,1,Transit,2016
Kepler-572 b,Kepler-572,1,1,Transit,2016
Kepler-572 b,Kepler-572,1,1,Transit,2016
Kepler-572 b,Kepler-572,1,1,Transit,2016
Kepler-572 b,Kepler-572,1,1,Transit,2016
Kepler-572 b,Kepler-572,1,1,Transit,2016
Kepler-572 b,Kepler-572,1,1,Transit,2016
Kepler-572 b,Kepler-572,1,1,Transit,2016
Kepler-572 b,Kepler-572,1,1,Transit,2016
Kepler-572 b,Kepler-572,1,1,Transit,2016
Kepler-573 b,Kepler-573,1,1,Transit,2016
Kepler-573 b,Kepler-573,1,1,Transit,2016
Kepler-573 b,Kepler-573,1,1,Transit,2016
Kepler-573 b,Kepler-573,1,1,Transit,2016
Kepler-573 b,Kepler-573,1,1,Transit,2016
Kepler-573 b,Kepler-573,1,1,Transit,2016
Kepler-573 b,Kepler-573,1,1,Transit,2016
Kepler-573 b,Kepler-573,1,1,Transit,2016
Kepler-573 b,Kepler-573,1,1,Transit,2016
Kepler-573 b,Kepler-573,1,1,Transit,2016
Kepler-574 b,Kepler-574,1,1,Transit,2016
Kepler-574 b,Kepler-574,1,1,Transit,2016
Kepler-574 b,Kepler-574,1,1,Transit,2016
Kepler-574 b,Kepler-574,1,1,Transit,2016
Kepler-574 b,Kepler-574,1,1,Transit,2016
Kepler-574 b,Kepler-574,1,1,Transit,2016
Kepler-574 b,Kepler-574,1,1,Transit,2016
Kepler-574 b,Kepler-574,1,1,Transit,2016
Kepler-574 b,Kepler-574,1,1,Transit,2016
Kepler-574 b,Kepler-574,1,1,Transit,2016
Kepler-575 b,Kepler-575,1,1,Transit,2016
Kepler-575 b,Kepler-575,1,1,Transit,2016
Kepler-575 b,Kepler-575,1,1,Transit,2016
Kepler-575 b,Kepler-575,1,1,Transit,2016
Kepler-575 b,Kepler-575,1,1,Transit,2016
Kepler-575 b,Kepler-575,1,1,Transit,2016
Kepler-575 b,Kepler-575,1,1,Transit,2016
Kepler-575 b,Kepler-575,1,1,Transit,2016
Kepler-575 b,Kepler-575,1,1,Transit,2016
Kepler-575 b,Kepler-575,1,1,Transit,2016
Kepler-576 b,Kepler-576,1,1,Transit,2016
Kepler-576 b,Kepler-576,1,1,Transit,2016
Kepler-576 b,Kepler-576,1,1,Transit,2016
Kepler-576 b,Kepler-576,1,1,Transit,2016
Kepler-576 b,Kepler-576,1,1,Transit,2016
Kepler-576 b,Kepler-576,1,1,Transit,2016
Kepler-576 b,Kepler-576,1,1,Transit,2016
Kepler-576 b,Kepler-576,1,1,Transit,2016
Kepler-576 b,Kepler-576,1,1,Transit,2016
Kepler-576 b,Kepler-576,1,1,Transit,2016
Kepler-577 b,Kepler-577,1,1,Transit,2016
Kepler-577 b,Kepler-577,1,1,Transit,2016
Kepler-577 b,Kepler-577,1,1,Transit,2016
Kepler-577 b,Kepler-577,1,1,Transit,2016
Kepler-577 b,Kepler-577,1,1,Transit,2016
Kepler-577 b,Kepler-577,1,1,Transit,2016
Kepler-577 b,Kepler-577,1,1,Transit,2016
Kepler-577 b,Kepler-577,1,1,Transit,2016
Kepler-577 b,Kepler-577,1,1,Transit,2016
Kepler-577 b,Kepler-577,1,1,Transit,2016
Kepler-578 b,Kepler-578,1,1,Transit,2016
Kepler-578 b,Kepler-578,1,1,Transit,2016
Kepler-578 b,Kepler-578,1,1,Transit,2016
Kepler-578 b,Kepler-578,1,1,Transit,2016
Kepler-578 b,Kepler-578,1,1,Transit,2016
Kepler-578 b,Kepler-578,1,1,Transit,2016
Kepler-578 b,Kepler-578,1,1,Transit,2016
Kepler-578 b,Kepler-578,1,1,Transit,2016
Kepler-578 b,Kepler-578,1,1,Transit,2016
Kepler-578 b,Kepler-578,1,1,Transit,2016
Kepler-579 b,Kepler-579,1,1,Transit,2016
Kepler-579 b,Kepler-579,1,1,Transit,2016
Kepler-579 b,Kepler-579,1,1,Transit,2016
Kepler-579 b,Kepler-579,1,1,Transit,2016
Kepler-579 b,Kepler-579,1,1,Transit,2016
Kepler-579 b,Kepler-579,1,1,Transit,2016
Kepler-579 b,Kepler-579,1,1,Transit,2016
Kepler-579 b,Kepler-579,1,1,Transit,2016
Kepler-579 b,Kepler-579,1,1,Transit,2016
Kepler-579 b,Kepler-579,1,1,Transit,2016
Kepler-58 b,Kepler-58,1,4,Transit,2012
Kepler-58 b,Kepler-58,1,4,Transit,2012
Kepler-58 b,Kepler-58,1,4,Transit,2012
Kepler-58 b,Kepler-58,1,4,Transit,2012
Kepler-58 b,Kepler-58,1,4,Transit,2012
Kepler-58 b,Kepler-58,1,4,Transit,2012
Kepler-58 b,Kepler-58,1,4,Transit,2012
Kepler-58 b,Kepler-58,1,4,Transit,2012
Kepler-58 b,Kepler-58,1,4,Transit,2012
Kepler-58 b,Kepler-58,1,4,Transit,2012
Kepler-58 b,Kepler-58,1,4,Transit,2012
Kepler-58 b,Kepler-58,1,4,Transit,2012
Kepler-58 c,Kepler-58,1,4,Transit,2012
Kepler-58 c,Kepler-58,1,4,Transit,2012
Kepler-58 c,Kepler-58,1,4,Transit,2012
Kepler-58 c,Kepler-58,1,4,Transit,2012
Kepler-58 c,Kepler-58,1,4,Transit,2012
Kepler-58 c,Kepler-58,1,4,Transit,2012
Kepler-58 c,Kepler-58,1,4,Transit,2012
Kepler-58 c,Kepler-58,1,4,Transit,2012
Kepler-58 c,Kepler-58,1,4,Transit,2012
Kepler-58 c,Kepler-58,1,4,Transit,2012
Kepler-58 c,Kepler-58,1,4,Transit,2012
Kepler-58 c,Kepler-58,1,4,Transit,2012
Kepler-58 d,Kepler-58,1,4,Transit,2014
Kepler-58 d,Kepler-58,1,4,Transit,2014
Kepler-58 d,Kepler-58,1,4,Transit,2014
Kepler-58 d,Kepler-58,1,4,Transit,2014
Kepler-58 d,Kepler-58,1,4,Transit,2014
Kepler-58 d,Kepler-58,1,4,Transit,2014
Kepler-58 d,Kepler-58,1,4,Transit,2014
Kepler-58 d,Kepler-58,1,4,Transit,2014
Kepler-58 d,Kepler-58,1,4,Transit,2014
Kepler-58 d,Kepler-58,1,4,Transit,2014
Kepler-58 d,Kepler-58,1,4,Transit,2014
Kepler-58 e,Kepler-58,1,4,Transit,2023
Kepler-58 e,Kepler-58,1,4,Transit,2023
Kepler-58 e,Kepler-58,1,4,Transit,2023
Kepler-58 e,Kepler-58,1,4,Transit,2023
Kepler-58 e,Kepler-58,1,4,Transit,2023
Kepler-58 e,Kepler-58,1,4,Transit,2023
Kepler-58 e,Kepler-58,1,4,Transit,2023
Kepler-580 b,Kepler-580,1,1,Transit,2016
Kepler-580 b,Kepler-580,1,1,Transit,2016
Kepler-580 b,Kepler-580,1,1,Transit,2016
Kepler-580 b,Kepler-580,1,1,Transit,2016
Kepler-580 b,Kepler-580,1,1,Transit,2016
Kepler-580 b,Kepler-580,1,1,Transit,2016
Kepler-580 b,Kepler-580,1,1,Transit,2016
Kepler-580 b,Kepler-580,1,1,Transit,2016
Kepler-580 b,Kepler-580,1,1,Transit,2016
Kepler-580 b,Kepler-580,1,1,Transit,2016
Kepler-581 b,Kepler-581,1,1,Transit,2016
Kepler-581 b,Kepler-581,1,1,Transit,2016
Kepler-581 b,Kepler-581,1,1,Transit,2016
Kepler-581 b,Kepler-581,1,1,Transit,2016
Kepler-581 b,Kepler-581,1,1,Transit,2016
Kepler-581 b,Kepler-581,1,1,Transit,2016
Kepler-581 b,Kepler-581,1,1,Transit,2016
Kepler-581 b,Kepler-581,1,1,Transit,2016
Kepler-581 b,Kepler-581,1,1,Transit,2016
Kepler-581 b,Kepler-581,1,1,Transit,2016
Kepler-582 b,Kepler-582,1,1,Transit,2016
Kepler-582 b,Kepler-582,1,1,Transit,2016
Kepler-582 b,Kepler-582,1,1,Transit,2016
Kepler-582 b,Kepler-582,1,1,Transit,2016
Kepler-582 b,Kepler-582,1,1,Transit,2016
Kepler-582 b,Kepler-582,1,1,Transit,2016
Kepler-582 b,Kepler-582,1,1,Transit,2016
Kepler-582 b,Kepler-582,1,1,Transit,2016
Kepler-582 b,Kepler-582,1,1,Transit,2016
Kepler-582 b,Kepler-582,1,1,Transit,2016
Kepler-583 b,Kepler-583,1,1,Transit,2016
Kepler-583 b,Kepler-583,1,1,Transit,2016
Kepler-583 b,Kepler-583,1,1,Transit,2016
Kepler-583 b,Kepler-583,1,1,Transit,2016
Kepler-583 b,Kepler-583,1,1,Transit,2016
Kepler-583 b,Kepler-583,1,1,Transit,2016
Kepler-583 b,Kepler-583,1,1,Transit,2016
Kepler-583 b,Kepler-583,1,1,Transit,2016
Kepler-583 b,Kepler-583,1,1,Transit,2016
Kepler-583 b,Kepler-583,1,1,Transit,2016
Kepler-584 b,Kepler-584,1,1,Transit,2016
Kepler-584 b,Kepler-584,1,1,Transit,2016
Kepler-584 b,Kepler-584,1,1,Transit,2016
Kepler-584 b,Kepler-584,1,1,Transit,2016
Kepler-584 b,Kepler-584,1,1,Transit,2016
Kepler-584 b,Kepler-584,1,1,Transit,2016
Kepler-584 b,Kepler-584,1,1,Transit,2016
Kepler-584 b,Kepler-584,1,1,Transit,2016
Kepler-584 b,Kepler-584,1,1,Transit,2016
Kepler-584 b,Kepler-584,1,1,Transit,2016
Kepler-585 b,Kepler-585,1,1,Transit,2016
Kepler-585 b,Kepler-585,1,1,Transit,2016
Kepler-585 b,Kepler-585,1,1,Transit,2016
Kepler-585 b,Kepler-585,1,1,Transit,2016
Kepler-585 b,Kepler-585,1,1,Transit,2016
Kepler-585 b,Kepler-585,1,1,Transit,2016
Kepler-585 b,Kepler-585,1,1,Transit,2016
Kepler-585 b,Kepler-585,1,1,Transit,2016
Kepler-585 b,Kepler-585,1,1,Transit,2016
Kepler-585 b,Kepler-585,1,1,Transit,2016
Kepler-586 b,Kepler-586,1,1,Transit,2016
Kepler-586 b,Kepler-586,1,1,Transit,2016
Kepler-586 b,Kepler-586,1,1,Transit,2016
Kepler-586 b,Kepler-586,1,1,Transit,2016
Kepler-586 b,Kepler-586,1,1,Transit,2016
Kepler-586 b,Kepler-586,1,1,Transit,2016
Kepler-586 b,Kepler-586,1,1,Transit,2016
